batchTime;numRecords;processingDelay;schedulingDelay;
1617124370000;0;1332;4
1617124372000;2271;821;0
1617124374000;32015;926;0
1617124376000;43160;845;0
1617124378000;80615;1136;1
1617124380000;110048;1159;0
1617124382000;151247;1375;0
1617124384000;192592;1670;0
1617124386000;220013;2051;0
1617124388000;227622;3782;29
1617124390000;220316;2390;1820
1617124392000;215897;1921;2215
1617124394000;129459;1547;2137
1617124396000;123212;1398;1672
1617124398000;156977;1718;1092
1617124400000;132827;1715;816
1617124402000;157616;2036;527
1617124404000;151975;1555;561
1617124406000;144698;2735;111
1617124408000;165572;2709;821
1617124410000;162395;1671;1566
1617124412000;107412;1544;1235
1617124414000;120759;1409;779
1617124416000;147296;1745;193
1617124418000;211644;2173;0
1617124420000;99395;1437;688
1617124422000;176076;2010;130
1617124424000;150093;1926;141
1617124426000;158927;1648;63
1617124428000;195251;3176;1
1617124430000;153297;1933;1305
1617124432000;182950;2661;1239
1617124434000;124081;1498;1899
1617124436000;167015;1799;1063
1617124438000;97512;1883;1199
1617124440000;140046;1725;1083
1617124442000;148244;1840;810
1617124444000;110495;1713;639
1617124446000;147272;1838;346
1617124448000;131854;2836;194
1617124450000;143978;1909;1029
1617124452000;138019;1428;938
1617124454000;104832;1301;375
1617124456000;191325;1797;1
1617124458000;157394;1446;0
1617124460000;213321;1948;0
1617124462000;174550;1986;154
1617124464000;218780;2601;138
1617124466000;186620;1969;746
1617124468000;170221;3474;712
1617124470000;170102;2434;2187
1617124472000;175555;2214;2620
1617124474000;117622;2464;2837
1617124476000;99619;1597;3301
1617124478000;108597;1799;2889
1617124480000;114296;1799;2681
1617124482000;73576;1226;2494
1617124484000;82291;1346;1719
1617124486000;110232;1557;877
1617124488000;74896;1938;625
1617124490000;109969;1345;559
1617124492000;100294;1184;0
1617124494000;110505;1263;0
1617124496000;170373;1755;0
1617124498000;182427;1795;0
1617124500000;150235;1848;0
1617124502000;59151;1162;1
1617124504000;32269;988;1
1617124506000;34725;1106;0
1617124508000;27644;1440;0
1617124510000;50305;1617;1
1617124512000;160107;1682;1
1617124514000;186447;1966;1
1617124516000;152436;2690;214
1617124518000;185572;2644;896
1617124520000;168773;1879;1560
1617124522000;111002;1618;1439
1617124524000;129371;1731;1053
1617124526000;143129;1873;788
1617124528000;123847;2923;662
1617124530000;137067;1632;1579
1617124532000;151509;1955;1205
1617124534000;80036;1226;1172
1617124536000;140521;2191;399
1617124538000;124165;1449;586
1617124540000;119199;1520;29
1617124542000;144168;1552;0
1617124544000;110725;1408;0
1617124546000;146011;1660;0
1617124548000;188044;3042;1
1617124550000;121496;1594;1103
1617124552000;145560;2407;703
1617124554000;138890;2631;1110
1617124556000;140465;2072;1741
1617124558000;142231;1696;1638
1617124560000;94979;1518;1247
1617124562000;90368;1433;1025
1617124564000;111052;1818;457
1617124566000;104979;1715;266
1617124568000;123585;2391;0
1617124570000;118559;1362;385
1617124572000;137431;1373;0
1617124574000;134370;1443;0
1617124576000;199496;1841;0
1617124578000;225535;2194;0
1617124580000;173509;1863;444
1617124582000;209639;1947;307
1617124584000;155489;2140;256
1617124586000;218288;2007;393
1617124588000;170131;3281;400
1617124590000;180675;1932;1683
1617124592000;234911;2666;1412
1617124594000;104416;1458;2247
1617124596000;129404;1865;1741
1617124598000;174462;1855;1448
1617124600000;116161;1780;1435
1617124602000;63856;1344;1242
1617124604000;75569;1678;589
1617124606000;33464;1229;251
1617124608000;29508;2236;1
1617124610000;72175;1065;231
1617124612000;74227;841;0
1617124614000;107829;1152;0
1617124616000;136272;1595;0
1617124618000;165807;1484;0
1617124620000;185180;1652;0
1617124622000;274914;2142;0
1617124624000;158081;2327;204
1617124626000;125510;1886;534
1617124628000;100269;2960;422
1617124630000;46903;1751;1379
1617124632000;71334;1447;1131
1617124634000;35381;1206;573
1617124636000;58490;1429;0
1617124638000;48073;1358;0
1617124640000;81226;1469;0
1617124642000;94289;1782;0
1617124644000;132788;1913;0
1617124646000;84722;1595;107
1617124648000;153366;3551;1
1617124650000;84156;1434;1663
1617124652000;123445;2906;992
1617124654000;63367;1713;1999
1617124656000;103480;1790;1711
1617124658000;94432;1678;1344
1617124660000;48449;1165;1171
1617124662000;96194;1684;346
1617124664000;82928;1598;32
1617124666000;122620;1756;0
1617124668000;106675;1975;1
1617124670000;111785;1853;167
1617124672000;117778;2101;25
1617124674000;114685;1883;116
1617124676000;115394;1923;10
1617124678000;142698;1983;0
1617124680000;95945;1685;340
1617124682000;134663;3067;27
1617124684000;118049;1952;1089
1617124686000;102214;1919;1049
1617124688000;86464;2062;968
1617124690000;82849;1582;1032
1617124692000;72729;1435;614
1617124694000;78629;1646;39
1617124696000;74488;1128;0
