timestamp,socket_0,socket_0_TSENT,socket_0_TSENTSEC,socket_0_TTHSENTSEC,socket_0_TTHSENT,socket_status_0,TMSG,TOSEND,SENT,TMSGSEC,TTHMSGSEC,AVG,THtotalsent,ackSent,state,globalState,THloss
1,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
2,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
3,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
4,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
5,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
6,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
7,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
8,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
9,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
10,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
11,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
12,0,14721,14721,134.83,134.83,2,14721,0,14721,14721,134.83,11.24,134.83,0,0.00,8.00,0.00
13,0,128314,113593,1040.41,1175.24,2,128314,0,128314,113593,1040.41,90.40,1175.24,0,0.00,8.00,0.00
14,0,171823,43509,398.50,1573.74,2,171823,0,171823,43509,398.50,112.41,1573.74,0,0.00,8.00,0.00
15,0,223097,51274,469.62,2043.37,2,223097,0,223097,51274,469.62,136.22,2043.37,0,0.00,8.00,0.00
16,0,256194,33097,303.14,2346.50,2,256194,0,256194,33097,303.14,146.66,2346.50,0,0.00,8.00,0.00
17,0,288198,32004,293.13,2639.63,2,288198,0,288198,32004,293.13,155.27,2639.63,0,0.00,8.00,0.00
18,0,292891,4693,42.98,2682.61,2,304692,11801,292891,4693,42.98,149.03,2682.61,0,0.00,8.00,0.00
