timestamp,socket_0,socket_0_TSENT,socket_0_TSENTSEC,socket_0_TTHSENTSEC,socket_0_TTHSENT,socket_status_0,TMSG,TOSEND,SENT,TMSGSEC,TTHMSGSEC,AVG,THtotalsent,ackSent,state,globalState,THloss
1,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
2,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
3,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
4,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
5,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
6,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
7,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
8,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
9,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
10,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
11,0,44513,44513,407.70,407.70,2,44513,0,44513,44513,407.70,37.06,407.70,0,0.00,8.00,0.00
12,0,156230,111717,1023.23,1430.92,2,156230,0,156230,111717,1023.23,119.24,1430.92,0,0.00,8.00,0.00
13,0,192138,35908,328.88,1759.81,2,192138,0,192138,35908,328.88,135.37,1759.81,0,0.00,8.00,0.00
14,0,224154,32016,293.24,2053.05,2,224154,0,224154,32016,293.24,146.65,2053.05,0,0.00,8.00,0.00
15,0,256174,32020,293.27,2346.32,2,256174,0,256174,32020,293.27,156.42,2346.32,0,0.00,8.00,0.00
16,0,288480,32306,295.89,2642.21,2,288480,0,288480,32306,295.89,165.14,2642.21,0,0.00,8.00,0.00
17,0,331487,43007,393.90,3036.12,2,331487,0,331487,43007,393.90,178.60,3036.12,0,0.00,8.00,0.00
18,0,377446,45959,420.94,3457.06,2,377446,0,377446,45959,420.94,192.06,3457.06,0,0.00,8.00,0.00
