timestamp,socket_0,socket_0_TSENT,socket_0_TSENTSEC,socket_0_TTHSENTSEC,socket_0_TTHSENT,socket_status_0,TMSG,TOSEND,SENT,TMSGSEC,TTHMSGSEC,AVG,THtotalsent,ackSent,state,globalState,THloss
1,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
2,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
3,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
4,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
5,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
6,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
7,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
8,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
9,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
10,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
11,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
12,0,45869,45869,420.12,420.12,2,45869,0,45869,45869,420.12,35.01,420.12,0,0.00,8.00,0.00
13,0,157466,111597,1022.13,1442.24,2,157466,0,157466,111597,1022.13,110.94,1442.24,0,0.00,8.00,0.00
14,0,192203,34737,318.16,1760.40,2,192203,0,192203,34737,318.16,125.74,1760.40,0,0.00,8.00,0.00
15,0,224218,32015,293.23,2053.63,2,224218,0,224218,32015,293.23,136.91,2053.63,0,0.00,8.00,0.00
16,0,256240,32022,293.29,2346.92,2,256240,0,256240,32022,293.29,146.68,2346.92,0,0.00,8.00,0.00
17,0,288512,32272,295.58,2642.51,2,288512,0,288512,32272,295.58,155.44,2642.51,0,0.00,8.00,0.00
18,0,332983,44471,407.31,3049.82,2,332983,0,332983,44471,407.31,169.43,3049.82,0,0.00,8.00,0.00
