batchTime;numRecords;processingDelay;schedulingDelay;
1617253996000;0;1386;4
1617253998000;15178;1154;0
1617254000000;32006;880;1
1617254002000;45090;872;1
1617254004000;83022;1244;0
1617254006000;108145;1127;1
1617254008000;145820;1310;1
1617254010000;195612;2035;1
1617254012000;222627;1683;38
1617254014000;200186;3491;1
1617254016000;257279;2211;1492
1617254018000;259344;2126;1706
1617254020000;114293;1197;1832
1617254022000;188899;2027;1029
1617254024000;175986;1794;1055
1617254026000;157377;2402;851
1617254028000;164821;2322;1242
1617254030000;172377;1665;1578
1617254032000;119978;1796;1242
1617254034000;132237;2103;1039
1617254036000;159155;1474;1130
1617254038000;116775;1392;617
1617254040000;149191;1319;12
1617254042000;173613;1505;0
1617254044000;272573;1682;0
1617254046000;240839;1847;0
1617254048000;259559;2942;27
1617254050000;276210;3273;969
1617254052000;234693;2981;2240
1617254054000;169969;3155;3225
1617254056000;162441;2251;4376
1617254058000;151501;1635;4621
1617254060000;122253;1324;4262
1617254062000;92228;1244;3565
1617254064000;77832;1062;2823
1617254066000;114370;1304;1855
1617254068000;121503;1804;748
1617254070000;69724;1137;1004
1617254072000;138111;1534;140
1617254074000;146199;2698;0
1617254076000;140966;1325;1039
1617254078000;160032;1491;367
1617254080000;196616;1817;0
1617254082000;165533;1560;121
1617254084000;256267;1642;1
1617254086000;218138;2165;1
1617254088000;249542;2522;391
1617254090000;244631;2718;908
1617254092000;201692;2114;1632
1617254094000;224091;4444;1532
1617254096000;162985;1517;3994
1617254098000;128196;1618;3704
1617254100000;159811;1645;3325
1617254102000;131358;1482;2814
1617254104000;99947;1299;2450
1617254106000;108160;1858;1751
1617254108000;153403;1475;1390
1617254110000;112700;1395;1027
1617254112000;96690;1238;468
1617254114000;190270;4079;0
1617254116000;116269;1310;2250
1617254118000;151924;1892;1562
1617254120000;140107;1570;1439
1617254122000;110019;1362;987
1617254124000;140272;1745;387
1617254126000;148705;1321;127
1617254128000;155772;1585;1
1617254130000;262229;1859;0
1617254132000;199379;1873;1
1617254134000;226026;3215;207
1617254136000;206458;1795;1423
1617254138000;170476;1729;1220
1617254140000;64142;1342;951
1617254142000;182633;2249;292
1617254144000;60157;1052;542
1617254146000;27500;1699;0
1617254148000;37722;1176;0
1617254150000;28866;1301;0
1617254152000;158698;2315;1
1617254154000;112465;3279;315
1617254156000;130074;1395;1597
1617254158000;151994;1541;943
1617254160000;78654;1165;534
1617254162000;197470;2008;1
1617254164000;102331;2070;194
1617254166000;158370;1720;266
1617254168000;148785;2453;0
1617254170000;161628;1631;450
1617254172000;147422;1601;82
1617254174000;186426;3357;1
1617254176000;105539;1416;1465
1617254178000;137809;1828;905
1617254180000;96751;1506;732
1617254182000;92054;1379;235
1617254184000;176907;2061;0
1617254186000;104401;1176;94
1617254188000;160867;1498;0
1617254190000;177506;1656;0
1617254192000;252653;2195;0
1617254194000;152302;3945;312
1617254196000;221235;2097;2254
1617254198000;141958;1469;2354
1617254200000;89543;1278;1822
1617254202000;166817;2458;785
1617254204000;109606;1847;1560
1617254206000;113779;1580;1407
1617254208000;114916;1519;985
1617254210000;129564;1484;506
1617254212000;141132;2257;0
1617254214000;153861;3658;259
1617254216000;139754;1750;1917
1617254218000;154546;1630;1297
1617254220000;88980;1806;1148
1617254222000;107805;1327;1097
1617254224000;147651;2183;431
1617254226000;119606;1405;614
