timestamp,socket_0,socket_0_TSENT,socket_0_TSENTSEC,socket_0_TTHSENTSEC,socket_0_TTHSENT,socket_status_0,TMSG,TOSEND,SENT,TMSGSEC,TTHMSGSEC,AVG,THtotalsent,ackSent,state,globalState,THloss
1,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
2,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
3,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
4,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
5,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
6,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
7,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
8,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
9,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
10,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
11,0,38430,38430,351.98,351.98,2,38430,0,38430,38430,351.98,32.00,351.98,0,0.00,8.00,0.00
12,0,153660,115230,1055.40,1407.39,2,153660,0,153660,115230,1055.40,117.28,1407.39,0,0.00,8.00,0.00
13,0,192132,38472,352.37,1759.75,2,192132,0,192132,38472,352.37,135.37,1759.75,0,0.00,8.00,0.00
14,0,224133,32001,293.10,2052.85,2,224133,0,224133,32001,293.10,146.63,2052.85,0,0.00,8.00,0.00
15,0,256140,32007,293.15,2346.01,2,256140,0,256140,32007,293.15,156.40,2346.01,0,0.00,8.00,0.00
16,0,288297,32157,294.53,2640.54,2,288297,0,288297,32157,294.53,165.03,2640.54,0,0.00,8.00,0.00
17,0,320608,32311,295.94,2936.48,2,320608,0,320608,32311,295.94,172.73,2936.48,0,0.00,8.00,0.00
18,0,352464,31856,291.77,3228.25,2,352464,0,352464,31856,291.77,179.35,3228.25,0,0.00,8.00,0.00
