timestamp,socket_0,socket_0_TSENT,socket_0_TSENTSEC,socket_0_TTHSENTSEC,socket_0_TTHSENT,socket_status_0,TMSG,TOSEND,SENT,TMSGSEC,TTHMSGSEC,AVG,THtotalsent,ackSent,state,globalState,THloss
1,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
2,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
3,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
4,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
5,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
6,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
7,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
8,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
9,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
10,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
11,0,0,0,0.00,0.00,2,0,0,0,0,0.00,0.00,0.00,0,0.00,8.00,0.00
12,0,33751,33751,309.13,309.13,2,33751,0,33751,33751,309.13,25.76,309.13,0,0.00,8.00,0.00
13,0,143736,109985,1007.36,1316.49,2,143736,0,143736,109985,1007.36,101.27,1316.49,0,0.00,8.00,0.00
14,0,192196,48460,443.85,1760.34,2,192196,0,192196,48460,443.85,125.74,1760.34,0,0.00,8.00,0.00
15,0,224200,32004,293.13,2053.47,2,224200,0,224200,32004,293.13,136.90,2053.47,0,0.00,8.00,0.00
16,0,256204,32004,293.13,2346.59,2,256204,0,256204,32004,293.13,146.66,2346.59,0,0.00,8.00,0.00
17,0,262041,5837,53.46,2400.06,2,273540,11499,262041,5837,53.46,141.18,2400.06,0,0.00,8.00,0.00
18,0,274504,12463,114.15,2514.21,2,285218,10714,274504,12463,114.15,139.68,2514.21,0,0.00,8.00,0.00
